MONTH,DAY,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,WEATHER_DELAY,LATE_AIRCRAFT_DELAY,CARRIER_DELAY,DELAYED
1,22,6,WN,JFK,SEA,1502,6,0,0,0,0
10,1,7,WN,ORD,ATL,163,6,0,0,0,0
11,28,7,WN,DEN,DFW,290,10,0,0,0,0
11,19,2,AA,DFW,SFO,2337,3,0,0,0,0
10,26,1,UA,SEA,ATL,1290,37,0,36,0,1
3,27,4,WN,DEN,LAX,522,7,0,0,0,0
2,5,1,DL,LAX,SEA,427,2,0,0,0,0
5,1,1,AS,LAX,ORD,1844,0,0,0,0,0
3,7,7,SW,DEN,DFW,1229,5,0,0,0,0
7,23,4,AS,JFK,ATL,2102,0,0,0,0,0
4,15,5,AS,JFK,ATL,1350,7,0,0,0,0
9,2,4,AS,LAX,SEA,818,7,0,0,0,0
5,15,6,SW,DEN,DFW,100,9,0,0,0,0
10,9,5,WN,DFW,SEA,2218,88,0,79,0,1
3,7,4,AA,ATL,JFK,2224,65,56,10,0,1
1,4,4,UA,SFO,ORD,1841,10,0,0,0,0
11,17,4,UA,SFO,JFK,1468,0,0,0,0,0
5,16,4,UA,ATL,LAX,214,8,0,0,0,0
9,28,2,UA,ATL,DFW,292,0,0,0,0,0
3,9,7,UA,DEN,ATL,2098,0,0,0,0,0
4,7,5,WN,SEA,ATL,2099,0,0,0,0,0
12,3,4,AA,DFW,DEN,794,38,39,0,0,1
4,17,6,WN,ATL,ORD,185,41,0,0,39,1
1,20,7,UA,LAX,ORD,1102,65,0,55,0,1
10,16,7,SW,JFK,LAX,1117,1,0,0,0,0
6,13,5,UA,ATL,DFW,1301,7,0,0,0,0
12,16,3,SW,ATL,SFO,1318,3,0,0,0,0
11,1,3,SW,ATL,ORD,1770,41,45,0,0,1
4,3,3,SW,ORD,DFW,2132,16,0,0,12,1
3,2,2,AA,JFK,SFO,1883,6,0,0,0,0
2,22,3,AA,SEA,SFO,1094,1,0,0,0,0
1,17,5,AS,ORD,JFK,1310,3,0,0,0,0
2,19,4,DL,DFW,SEA,900,47,0,0,41,1
12,18,4,AS,DEN,LAX,1881,1,0,0,0,0
2,28,4,DL,ATL,DEN,1650,0,0,0,0,0
6,3,7,SW,LAX,DEN,2215,30,0,0,24,1
6,19,3,WN,ATL,DEN,625,51,0,0,41,1
2,15,5,SW,ATL,ORD,701,0,0,0,0,0
12,27,7,WN,SFO,JFK,1117,9,0,0,0,0
1,22,5,UA,JFK,DFW,1322,61,0,56,0,1
6,7,5,SW,LAX,JFK,2230,1,0,0,0,0
8,17,1,UA,LAX,DFW,2023,7,0,0,0,0
3,13,7,SW,DFW,SFO,1079,0,0,0,0,0
3,1,6,WN,SEA,ATL,618,2,0,0,7,0
11,28,3,AS,LAX,SFO,2239,66,59,0,0,1
11,26,7,AA,ORD,JFK,108,7,0,0,0,0
12,25,7,SW,ATL,JFK,485,97,37,61,0,1
7,18,5,DL,DFW,ORD,2094,9,0,0,0,0
1,8,6,UA,ATL,DEN,2010,2,0,0,0,0
4,11,3,AS,JFK,ATL,1994,1,0,0,0,0
2,11,3,UA,ATL,SEA,1303,0,0,0,0,0
9,16,5,SW,DFW,SFO,1121,24,0,0,23,1
2,3,3,AA,DEN,DFW,210,2,0,0,0,0
11,26,3,AA,DFW,DEN,2194,77,0,80,0,1
12,2,5,AS,JFK,SEA,1844,0,0,0,0,0
4,21,3,AS,DEN,ORD,1746,4,0,0,0,0
1,25,2,WN,SEA,ORD,88,23,13,0,0,1
4,25,4,SW,DFW,JFK,487,0,0,0,0,0
10,23,6,DL,JFK,LAX,427,1,0,0,0,0
12,2,2,SW,LAX,DFW,2290,0,0,0,0,0
4,8,2,UA,LAX,DEN,1527,24,22,0,0,1
10,14,7,WN,ATL,DEN,849,3,0,0,0,0
7,6,6,AA,SFO,SEA,2344,50,0,0,40,1
5,24,5,AA,SEA,ATL,1810,0,0,0,0,0
9,22,1,WN,LAX,SEA,1174,48,0,38,0,1
7,23,1,AS,DEN,JFK,2303,0,0,0,0,0
12,5,5,AS,ORD,SFO,1659,1,0,0,0,0
1,26,2,WN,SFO,SEA,121,0,0,0,0,0
2,18,2,WN,SEA,DFW,1882,8,0,0,0,0
7,3,1,DL,SFO,SEA,1614,0,0,0,0,0
3,26,7,DL,ORD,SEA,901,22,0,0,13,1
7,18,2,WN,JFK,ORD,66,68,55,0,9,1
5,27,4,AA,DEN,ORD,110,6,0,0,0,0
2,15,3,WN,SFO,DFW,1258,0,0,0,0,0
9,13,2,WN,ORD,DEN,893,44,37,0,0,1
10,21,3,UA,ORD,SEA,748,3,0,0,0,0
2,10,5,AA,ATL,ORD,2242,5,0,0,0,0
6,3,6,AS,DFW,JFK,1110,7,0,0,0,0
8,5,2,SW,DFW,SFO,3,0,0,0,0,0
5,12,3,WN,LAX,DFW,1975,3,0,0,5,0
5,23,7,SW,JFK,DEN,2117,0,0,0,0,0
12,1,3,AA,SFO,ORD,998,1,0,0,0,0
1,23,5,UA,ATL,LAX,409,0,0,0,0,0
5,7,5,AA,SFO,ATL,265,0,0,0,0,0
11,4,7,AA,JFK,SEA,2246,112,29,78,0,1
7,10,2,UA,JFK,SEA,216,0,0,0,0,0
7,27,5,AS,DFW,LAX,295,1,0,0,0,0
1,13,1,AA,ORD,LAX,222,5,0,0,0,0
12,1,6,UA,ORD,LAX,1180,55,0,19,26,1
1,4,3,AA,DEN,ORD,2319,53,0,51,0,1
4,28,6,SW,ORD,LAX,555,22,0,0,20,1
10,5,2,AS,ORD,ATL,1525,38,0,0,42,1
2,4,7,DL,DEN,SFO,1256,41,0,0,41,1
6,6,5,WN,LAX,JFK,879,8,0,0,0,0
11,10,3,DL,DFW,ORD,760,9,0,0,0,0
7,26,1,DL,DEN,SFO,2097,9,0,0,3,0
4,14,7,WN,JFK,SFO,993,6,0,0,0,0
3,20,4,DL,SFO,DFW,377,7,0,0,0,0
6,27,3,SW,LAX,DFW,1998,11,0,0,15,0
10,14,4,UA,LAX,DFW,1936,6,0,0,0,0
3,10,4,UA,SEA,DFW,1301,8,0,0,0,0
3,25,6,SW,SFO,SEA,1023,7,0,0,0,0
8,19,2,UA,LAX,DFW,1944,49,41,0,0,1
4,24,6,SW,DFW,ORD,1111,5,0,0,0,0
9,24,4,DL,ATL,DEN,414,10,0,0,0,0
10,21,2,SW,LAX,DEN,393,0,0,0,0,0
2,13,7,SW,DFW,SEA,1891,48,15,26,0,1
1,16,6,DL,ATL,LAX,1121,0,0,0,0,0
9,5,4,AS,DEN,SFO,851,7,0,0,0,0
4,19,7,UA,JFK,DFW,753,37,0,0,37,1
7,27,6,UA,SFO,JFK,1660,9,0,0,0,0
3,24,5,SW,DEN,ATL,881,0,0,0,0,0
11,4,2,AS,SEA,SFO,1569,35,0,0,26,1
11,1,4,AS,DFW,LAX,1346,11,0,13,0,0
3,12,7,SW,ATL,LAX,1643,0,0,0,0,0
2,7,2,DL,DEN,ORD,882,1,0,0,0,0
11,9,5,AA,DEN,ATL,2307,0,0,0,3,0
7,16,5,DL,ATL,LAX,1028,66,0,51,18,1
1,2,7,UA,ORD,ATL,616,8,0,0,0,0
2,13,5,AA,LAX,SFO,162,30,0,25,0,1
5,18,3,DL,ATL,ORD,1307,0,0,0,0,0
8,27,5,AA,DFW,SFO,1565,61,20,0,44,1
8,4,2,DL,LAX,SFO,1267,4,0,0,0,0
8,22,7,AA,ORD,SFO,2275,54,0,11,34,1
11,10,3,DL,JFK,SFO,307,10,0,0,0,0
9,12,4,WN,DEN,JFK,1755,67,0,70,0,1
1,21,4,UA,LAX,SEA,1552,2,0,0,0,0
11,5,1,UA,DEN,ATL,311,38,0,42,0,1
7,20,6,WN,ORD,DEN,272,0,0,0,0,0
6,6,7,AS,JFK,SFO,1277,91,0,81,0,1
12,26,1,AS,JFK,DEN,2223,6,0,0,0,0
7,13,5,UA,DFW,ATL,125,5,0,0,0,0
7,15,3,AS,SEA,LAX,1497,0,0,0,0,0
8,21,6,AA,JFK,LAX,1596,6,0,0,0,0
1,9,4,AA,JFK,ATL,175,52,54,0,0,1
4,1,7,WN,SEA,JFK,737,0,0,0,0,0
1,1,6,WN,SEA,DEN,241,0,0,0,0,0
8,5,5,DL,ATL,DEN,1669,22,0,0,22,1
3,8,2,SW,ORD,LAX,716,10,0,0,0,0
6,28,2,SW,DFW,ORD,1217,85,17,70,0,1
4,12,7,AA,LAX,ORD,1421,5,0,0,0,0
4,11,7,WN,ORD,LAX,2173,31,0,0,27,1
2,21,6,AS,SFO,DFW,2279,2,0,0,0,0
1,5,5,AA,LAX,ATL,1229,5,0,0,0,0
4,10,1,SW,SFO,JFK,517,3,0,0,0,0
5,16,5,WN,JFK,ORD,527,2,0,0,0,0
1,13,2,UA,JFK,DEN,102,0,0,0,0,0
11,5,1,DL,JFK,ORD,981,5,0,0,0,0
6,18,3,UA,JFK,SEA,1524,3,0,0,0,0
3,19,6,AA,SEA,DEN,1760,37,0,38,0,1
9,20,7,SW,SEA,ATL,1545,5,3,0,0,0
4,15,7,UA,SFO,DFW,177,95,20,53,14,1
11,18,1,UA,ATL,ORD,1465,60,0,35,25,1
11,20,7,WN,DEN,ORD,1234,0,0,0,0,0
6,26,7,AA,DEN,SEA,754,46,0,32,19,1
1,9,1,WN,ORD,DFW,453,7,0,0,0,0
10,4,3,SW,SFO,ORD,1878,7,0,0,0,0
3,27,4,SW,SEA,ATL,664,15,0,0,13,0
11,5,5,UA,DEN,ORD,742,0,0,0,0,0
9,13,2,AA,DEN,ATL,572,0,0,0,0,0
8,6,1,WN,DEN,LAX,568,11,0,11,0,0
2,12,6,DL,ORD,DEN,1566,0,0,0,0,0
7,8,2,UA,ATL,ORD,496,4,0,0,0,0
9,25,7,UA,ATL,ORD,619,44,6,0,36,1
11,8,2,UA,DFW,DEN,1995,135,3,82,45,1
7,4,4,DL,ORD,JFK,1394,10,0,0,0,0
2,17,6,UA,SFO,DEN,1266,27,28,0,0,1
4,1,3,UA,DFW,LAX,959,21,24,0,0,1
5,11,4,UA,JFK,SFO,1179,0,0,0,0,0
10,10,7,UA,DFW,SEA,427,8,0,0,0,0
7,23,4,UA,ATL,DFW,724,0,0,0,0,0
3,1,7,SW,ORD,SFO,354,0,0,0,0,0
7,22,1,AS,ATL,ORD,540,9,0,0,0,0
1,13,6,WN,SEA,LAX,1373,0,0,0,0,0
9,12,5,DL,LAX,JFK,565,6,0,0,0,0
7,8,4,AA,LAX,DFW,623,24,0,0,15,1
6,25,2,SW,ORD,JFK,996,24,0,18,0,1
10,22,6,SW,SEA,DFW,854,3,0,0,0,0
2,16,6,SW,DFW,JFK,2035,5,0,0,0,0
4,17,2,AA,LAX,ATL,1125,49,0,49,0,1
12,14,4,UA,ORD,DEN,1823,6,0,0,0,0
2,26,2,WN,ORD,DFW,1294,2,0,0,0,0
8,27,3,AS,SEA,ORD,1580,9,0,0,0,0
9,10,5,WN,ORD,LAX,1141,0,0,0,0,0
1,10,4,AS,ORD,DFW,23,8,0,0,0,0
6,13,5,UA,LAX,ORD,222,8,0,0,0,0
12,16,2,SW,DFW,SEA,1308,1,0,0,0,0
5,22,3,DL,LAX,ORD,2357,6,0,0,0,0
1,6,2,DL,DEN,DFW,1890,0,0,0,0,0
5,12,4,AS,JFK,SEA,560,0,0,0,0,0
8,1,2,DL,ORD,ATL,1198,0,0,0,0,0
4,7,4,AS,ORD,SEA,229,0,0,0,0,0
12,13,4,WN,JFK,ATL,1619,8,0,0,0,0
4,1,1,AA,ORD,JFK,620,64,60,0,0,1
9,9,2,WN,DEN,JFK,2224,9,0,0,0,0
11,19,4,AA,ORD,SEA,2212,0,0,0,0,0
12,7,4,AA,SFO,SEA,1037,0,0,0,0,0
1,18,3,WN,DEN,SFO,212,6,0,0,0,0
2,19,2,UA,ATL,JFK,3,67,57,0,0,1
6,26,5,AS,ATL,SFO,199,0,0,0,0,0
5,9,6,AA,ATL,DFW,251,56,0,51,0,1
2,22,2,UA,DFW,SFO,422,9,0,0,0,0
6,12,5,AA,DFW,ATL,49,7,0,0,0,0
5,15,1,WN,JFK,DEN,1074,86,59,0,29,1
7,20,5,AS,DFW,DEN,421,74,0,66,0,1
9,14,1,AA,JFK,SEA,1578,1,0,0,0,0
11,7,2,WN,LAX,DEN,170,1,0,0,0,0
6,7,3,UA,LAX,SFO,1424,25,0,0,23,1
6,8,2,SW,ORD,DFW,652,54,0,0,44,1
6,18,1,AA,SFO,DEN,1096,1,0,0,0,0
1,27,7,DL,ATL,ORD,2111,0,0,0,0,0
8,25,4,WN,DFW,ORD,1297,23,23,0,0,1
6,5,7,SW,SFO,ORD,1746,9,0,0,0,0
4,1,5,SW,JFK,LAX,32,0,0,0,0,0
8,26,4,WN,JFK,SFO,474,5,0,0,0,0
3,23,6,WN,SEA,LAX,4,55,0,56,0,1
2,2,7,DL,DEN,LAX,792,0,0,0,0,0
6,24,6,WN,JFK,DFW,384,8,0,0,0,0
2,22,5,SW,JFK,ATL,1540,7,0,0,0,0
7,25,4,WN,DEN,ATL,1546,3,0,0,0,0
1,1,5,AS,SFO,LAX,661,7,0,0,0,0
11,23,3,DL,JFK,DEN,820,0,0,0,0,0
5,8,5,AS,ATL,DEN,87,8,0,0,0,0
1,25,1,UA,JFK,SEA,468,58,60,0,0,1
1,3,4,AS,ORD,DEN,36,47,2,44,0,1
11,9,7,WN,SFO,DEN,1866,5,0,0,0,0
5,17,5,AS,DFW,ORD,2015,43,0,0,36,1
8,19,1,UA,SEA,LAX,2069,4,0,0,0,0
11,27,2,DL,ATL,ORD,375,8,0,0,0,0
7,12,2,SW,ORD,DFW,1609,0,0,0,0,0
12,16,6,DL,DEN,ATL,161,0,0,0,0,0
1,18,4,AS,ATL,LAX,1245,0,0,0,5,0
9,25,3,UA,DFW,JFK,586,79,0,83,0,1
11,23,6,DL,DFW,ORD,1723,1,0,0,0,0
1,3,1,AA,ATL,SFO,214,9,0,0,0,0
9,4,6,AA,DEN,JFK,2177,2,0,0,0,0
6,23,3,AA,SFO,DEN,736,47,0,29,16,1
11,15,4,WN,LAX,ORD,1710,0,0,0,0,0
3,5,6,AS,SEA,DEN,273,4,0,0,0,0
8,23,3,WN,ATL,JFK,1423,0,0,0,0,0
1,12,6,SW,DFW,SEA,1001,48,39,0,0,1
10,17,3,DL,LAX,SFO,511,64,0,54,0,1
7,24,7,UA,ATL,JFK,425,0,0,0,0,0
9,16,4,WN,ORD,SEA,2174,2,0,0,0,0
7,18,5,AS,SFO,ATL,359,0,0,0,0,0
8,13,2,SW,ORD,LAX,1741,0,0,0,0,0
10,23,6,DL,JFK,SFO,1626,25,25,0,0,1
9,21,5,AS,ATL,DEN,1193,0,0,0,0,0
3,11,3,SW,JFK,DFW,1904,10,0,0,0,0
7,10,1,SW,DFW,SFO,1512,0,0,0,0,0
12,10,1,WN,LAX,JFK,1587,3,0,0,4,0
10,28,3,WN,SFO,JFK,380,4,0,0,0,0
9,14,1,AA,SFO,JFK,178,38,38,0,0,1
9,15,5,WN,SFO,SEA,1896,0,0,0,0,0
10,7,1,AA,LAX,SEA,614,78,0,82,0,1
8,9,2,SW,ATL,DEN,1411,1,0,0,0,0
7,20,2,AA,ATL,DEN,688,58,0,63,0,1
3,26,3,DL,SEA,SFO,1734,6,0,0,0,0
4,16,7,AS,DEN,ATL,1337,44,0,0,41,1
5,13,6,SW,SFO,DFW,2031,10,0,0,0,0
4,12,6,UA,DEN,ORD,896,8,0,0,0,0
9,18,6,WN,SFO,JFK,2105,1,0,0,0,0
5,18,6,DL,SFO,SEA,2240,10,0,0,0,0
4,14,4,UA,SFO,LAX,631,52,42,0,0,1
1,17,5,UA,DFW,LAX,1673,3,0,0,0,0
5,8,7,AS,SEA,DEN,1381,7,0,3,0,0
6,26,1,UA,ATL,SFO,716,0,0,0,0,0
8,7,3,DL,DFW,SFO,187,10,0,0,0,0
3,28,5,UA,DEN,SEA,1414,30,0,0,35,1
2,14,2,UA,SFO,ATL,1451,12,8,0,0,0
6,1,6,DL,LAX,DFW,859,32,0,0,29,1
11,22,6,AS,DFW,JFK,916,5,0,0,0,0
4,3,7,AS,LAX,ATL,582,17,0,0,10,1
6,6,4,UA,ORD,SFO,1778,48,0,0,42,1
2,23,1,SW,SFO,DFW,915,6,0,0,0,0
5,11,1,UA,SEA,ATL,331,46,0,0,42,1
6,27,3,UA,DFW,SEA,1858,10,0,0,0,0
3,18,7,AA,SEA,DFW,818,5,0,0,8,0
11,11,7,WN,SFO,DFW,683,22,0,0,27,1
9,9,5,AA,JFK,DFW,654,41,39,0,0,1
2,20,7,WN,DFW,ATL,962,8,0,0,0,0
12,16,1,UA,SFO,ATL,1351,0,0,0,0,0
11,23,6,WN,JFK,LAX,409,2,0,0,0,0
9,18,5,AA,DEN,SFO,1409,33,0,37,0,1
3,12,5,DL,SEA,ORD,1500,67,43,22,0,1
2,8,3,DL,JFK,ORD,1519,0,0,0,0,0
2,23,3,UA,ATL,SEA,1168,46,0,0,45,1
11,10,2,WN,SFO,LAX,346,10,0,0,0,0
8,4,6,AS,LAX,DFW,64,52,0,0,43,1
10,5,4,UA,LAX,DEN,875,0,0,0,0,0
11,20,1,AS,ATL,SEA,2062,8,0,0,6,0
7,19,1,UA,JFK,LAX,1886,6,0,0,0,0
3,19,5,AS,JFK,DFW,4,0,0,0,0,0
6,28,2,AA,DEN,ORD,1301,99,51,0,41,1
12,26,5,DL,JFK,DEN,140,6,0,0,0,0
1,6,5,UA,SEA,DFW,1624,42,41,0,0,1
5,14,6,AS,JFK,SFO,1425,26,0,18,0,1
9,17,1,AA,LAX,ORD,2250,18,0,0,20,1
4,8,3,WN,ATL,LAX,2234,12,0,12,0,0
6,26,2,DL,ATL,JFK,2253,50,0,0,43,1
9,4,6,AS,SEA,LAX,1701,0,0,0,0,0
11,23,4,DL,SEA,DEN,51,10,0,0,0,0
7,16,2,AA,ATL,LAX,1448,0,0,0,0,0
8,1,4,AA,SEA,LAX,1101,46,0,0,41,1
2,6,2,WN,ATL,SFO,1520,4,7,0,0,0
10,9,7,AS,DEN,ORD,1063,7,0,0,0,0
6,11,4,AA,ORD,DEN,1752,0,0,0,0,0
12,25,6,SW,SEA,JFK,579,0,0,0,0,0
3,24,4,WN,JFK,DEN,896,9,0,0,0,0
2,7,5,SW,JFK,SFO,1173,21,0,17,0,1
11,13,1,UA,DEN,JFK,1601,1,0,0,0,0
1,10,6,AA,LAX,JFK,1872,78,0,38,42,1
6,6,3,SW,DFW,ATL,1625,8,0,0,0,0
5,16,1,UA,SEA,ORD,1544,10,0,0,0,0
1,7,4,SW,DFW,ATL,115,2,0,0,0,0
7,24,2,AS,LAX,JFK,1411,0,0,0,0,0
11,21,2,WN,ATL,DEN,1350,12,0,0,16,0
7,24,6,DL,LAX,ATL,2225,18,0,20,0,1
9,7,1,AA,LAX,DEN,1640,9,0,0,0,0
9,20,6,AS,DEN,JFK,1954,0,0,0,0,0
6,6,7,DL,LAX,DEN,508,5,0,0,0,0
7,12,5,AS,LAX,SFO,2189,0,0,0,0,0
7,3,4,DL,SFO,DFW,996,73,26,0,38,1
6,27,3,WN,ORD,SEA,1697,1,0,0,0,0
8,18,5,AA,LAX,SFO,865,0,0,0,0,0
7,17,2,AS,ATL,LAX,848,19,0,9,0,1
6,7,7,AS,ORD,ATL,1593,9,0,0,7,0
2,16,5,SW,SFO,ORD,150,84,0,88,0,1
4,16,6,DL,SFO,SEA,1211,5,0,0,0,0
12,14,7,DL,LAX,ORD,1973,0,0,0,0,0
3,11,7,UA,LAX,DEN,1115,70,38,0,35,1
11,24,7,UA,JFK,SEA,1724,45,0,0,45,1
12,7,4,AA,LAX,SEA,2220,3,0,0,0,0
2,27,2,AS,DEN,ORD,957,34,24,0,15,1
8,20,4,SW,SFO,JFK,188,6,0,0,0,0
10,18,4,DL,DEN,SEA,131,0,0,0,0,0
12,4,4,WN,DFW,ORD,380,14,0,0,13,0
10,16,2,WN,JFK,ATL,1958,88,0,84,0,1
1,23,2,UA,ORD,SEA,703,0,0,0,0,0
12,20,5,AS,DFW,JFK,251,23,0,0,15,1
6,10,1,AA,LAX,SEA,1269,3,0,0,0,0
3,22,6,AA,ORD,SEA,1144,4,0,0,0,0
8,14,3,AS,LAX,ATL,2108,46,0,43,0,1
1,20,7,SW,DEN,ATL,1265,0,0,0,0,0
4,15,1,UA,DEN,JFK,549,36,0,0,40,1
9,27,2,WN,LAX,SEA,289,15,12,0,0,0
3,24,5,SW,ORD,ATL,714,8,0,0,0,0
10,6,7,DL,SFO,LAX,949,37,0,32,4,1
10,22,1,SW,DFW,JFK,1251,4,0,0,0,0
1,13,4,AS,ORD,SFO,769,2,0,0,0,0
4,9,2,WN,SFO,ATL,2157,0,0,0,0,0
9,14,7,UA,DEN,LAX,1164,0,0,0,0,0
9,11,3,AA,JFK,ORD,836,6,0,0,0,0
3,25,7,SW,SFO,DEN,1114,0,0,0,0,0
4,19,4,SW,SEA,ORD,1338,10,0,0,0,0
7,11,1,UA,JFK,ATL,2250,80,0,75,0,1
5,5,5,SW,JFK,LAX,1125,7,0,0,0,0
11,13,5,WN,SEA,DFW,2207,42,0,0,44,1
8,23,7,AS,ATL,JFK,1774,30,0,33,0,1
2,1,7,DL,DEN,JFK,1835,8,0,0,0,0
7,24,3,AA,SFO,ATL,2223,13,0,0,6,0
8,22,3,UA,ORD,LAX,1163,8,0,0,0,0
10,17,3,AA,DEN,ORD,68,2,0,0,0,0
8,11,3,AA,ORD,JFK,1082,10,0,0,0,0
12,18,5,DL,SFO,JFK,1825,5,0,0,0,0
1,28,6,DL,SFO,JFK,2009,4,0,0,0,0
9,26,1,AS,SEA,JFK,1021,8,0,0,0,0
9,28,1,AS,SEA,LAX,1323,0,0,0,0,0
1,25,1,DL,JFK,DEN,1545,73,0,78,0,1
5,21,5,UA,ORD,JFK,2005,0,0,0,0,0
4,13,3,WN,ORD,ATL,795,4,0,0,0,0
4,21,5,UA,SEA,DEN,1546,0,0,0,0,0
11,5,2,DL,SFO,DFW,1727,54,45,0,0,1
4,27,1,WN,DEN,ORD,1463,25,0,0,26,1
7,8,4,WN,SFO,SEA,168,10,0,0,0,0
8,9,7,WN,SFO,DEN,1116,5,0,0,0,0
3,19,3,DL,JFK,SFO,1882,2,0,0,0,0
8,13,4,WN,JFK,ORD,102,10,0,0,0,0
7,15,3,AA,DEN,SFO,1823,31,0,0,30,1
11,25,2,AA,ATL,JFK,132,43,0,35,0,1
6,13,3,AS,ORD,LAX,1189,5,0,0,0,0
11,22,4,UA,DFW,ORD,738,34,0,0,26,1
1,21,6,AS,ATL,JFK,150,70,0,73,0,1
1,24,2,UA,SFO,JFK,1726,45,38,0,0,1
6,3,1,SW,LAX,SEA,1303,3,0,0,0,0
7,14,1,UA,DEN,DFW,1837,90,0,82,0,1
9,16,6,AA,DEN,SEA,1890,7,0,0,0,0
9,5,6,SW,ATL,SEA,1527,6,0,0,0,0
1,17,6,SW,LAX,DFW,672,11,0,0,11,0
8,14,3,AA,SFO,ORD,1970,0,0,0,0,0
2,9,1,UA,LAX,ORD,361,4,0,0,0,0
8,28,2,DL,LAX,DFW,1858,33,0,0,29,1
5,27,2,AA,DFW,ORD,1075,110,0,86,14,1
11,8,7,UA,LAX,SFO,1664,10,0,0,0,0
5,4,2,AA,DFW,ORD,312,38,0,0,32,1
4,9,4,UA,LAX,DFW,860,6,0,0,0,0
11,6,6,AA,JFK,DEN,1342,4,0,0,0,0
12,22,7,AA,ORD,SFO,1536,0,0,0,0,0
7,15,3,SW,ORD,LAX,2203,4,0,0,0,0
9,25,5,AA,ATL,SEA,227,23,0,0,16,1
4,9,2,AS,ORD,DFW,643,9,0,0,0,0
12,27,2,AA,LAX,ORD,259,4,0,0,0,0
2,3,3,AS,SEA,ATL,805,6,0,0,0,0
4,28,1,AA,SFO,LAX,159,9,0,0,0,0
8,18,1,AS,LAX,ATL,1668,5,0,0,0,0
6,15,4,AS,SEA,LAX,1251,35,0,0,35,1
10,19,1,DL,SEA,DEN,1093,37,0,39,0,1
1,14,1,AS,SEA,SFO,1558,6,0,7,0,0
3,22,3,DL,LAX,DEN,2193,0,0,0,0,0
11,3,6,WN,SFO,SEA,1647,7,0,0,0,0
3,1,5,DL,DEN,DFW,2346,0,0,0,0,0
6,19,2,DL,SFO,DFW,530,1,0,0,0,0
3,5,1,AA,JFK,SEA,1094,3,0,0,0,0
4,18,4,AA,ORD,SFO,1432,17,21,0,0,1
6,22,5,AS,ATL,SEA,603,7,0,0,0,0
1,10,5,AA,ORD,JFK,745,4,0,0,0,0
8,9,4,WN,SFO,ATL,95,69,0,64,0,1
7,13,6,UA,DFW,ATL,384,8,0,0,0,0
3,8,5,SW,JFK,DEN,2083,6,0,0,0,0
7,23,5,SW,DFW,ATL,843,0,0,0,0,0
3,27,5,AA,LAX,ATL,792,38,0,35,0,1
11,25,4,AA,ATL,ORD,2084,58,21,32,0,1
12,8,5,DL,DEN,ORD,300,0,0,0,0,0
6,8,3,WN,ORD,SFO,980,8,0,0,0,0
8,7,6,AA,SFO,SEA,905,3,0,0,0,0
9,25,5,WN,SEA,JFK,1358,0,0,0,0,0
6,25,6,AS,ORD,JFK,650,0,0,0,0,0
2,17,2,DL,DFW,ORD,858,61,57,0,0,1
11,27,4,WN,SEA,SFO,2028,5,0,0,0,0
9,8,4,UA,DEN,SFO,1333,20,0,0,14,1
11,7,1,WN,SFO,ORD,1350,10,0,0,0,0
5,18,6,WN,DEN,ATL,263,0,0,0,0,0
7,15,3,AA,LAX,JFK,2019,8,0,0,0,0
6,26,3,AA,SFO,JFK,1785,59,0,51,0,1
4,24,1,AA,DFW,ORD,2065,15,0,14,0,0
1,3,7,AS,SFO,DEN,1947,0,0,0,0,0
3,17,3,SW,DFW,ORD,685,43,0,0,40,1
7,21,6,AA,LAX,JFK,2073,1,0,0,0,0
5,18,1,AA,SFO,JFK,897,7,0,0,0,0
7,24,4,AA,SFO,ORD,1069,0,0,0,0,0
7,2,5,WN,JFK,SEA,1094,0,0,0,0,0
8,5,1,AS,SFO,SEA,844,0,0,0,0,0
2,20,6,DL,SFO,DFW,1820,38,0,0,32,1
12,2,2,AA,SFO,ORD,890,9,0,0,0,0
6,28,3,SW,ORD,ATL,650,6,0,0,0,0
7,16,6,SW,DEN,ORD,1619,45,35,0,0,1
6,3,6,SW,LAX,SFO,2067,69,30,0,36,1
5,4,7,UA,ORD,DFW,843,0,0,0,0,0
9,25,6,DL,SFO,SEA,2336,7,0,0,0,0
6,19,1,WN,ATL,DFW,1335,1,0,0,0,0
11,27,3,DL,SEA,DEN,1928,52,0,52,0,1
3,24,1,SW,DEN,JFK,220,4,0,0,0,0
2,12,2,UA,JFK,DFW,511,24,0,0,21,1
8,15,7,DL,DEN,SFO,1076,94,0,84,0,1
3,6,3,UA,JFK,DEN,1379,53,0,43,0,1
5,4,4,SW,SFO,SEA,1532,2,0,0,0,0
3,18,3,UA,SFO,DEN,72,6,0,0,0,0
8,24,5,UA,JFK,ORD,2054,62,26,0,33,1
11,21,1,DL,SEA,LAX,976,4,0,0,0,0
8,1,3,AA,JFK,ATL,1030,0,0,0,0,0
5,24,4,AS,JFK,SFO,1005,49,0,44,0,1
1,17,6,DL,JFK,ORD,1527,2,0,0,1,0
10,27,4,AA,ATL,LAX,1884,0,0,0,0,0
2,15,6,AA,SEA,DFW,2346,42,0,0,34,1
12,20,2,SW,SFO,ORD,400,25,0,0,23,1
11,18,7,SW,SEA,DFW,1645,37,0,0,27,1
4,12,6,UA,SEA,ATL,2003,73,8,68,0,1
4,8,7,UA,LAX,JFK,794,57,0,24,29,1
